epoch,loss,acc,val_loss,val_acc,testsample_loss,testsample_acc
0,1.3863153478850074,0.5851155387816206,0.8780241601261092,0.7062547942738474,1.0298163096110027,0.6681550343831381
1,1.0821956693905208,0.728651404469167,0.8244119338047358,0.7229811585979697,0.9641390641530355,0.690319299697876
2,1.0427241569275854,0.7448965741405671,0.7961680094401041,0.7278905797887731,0.9319393634796143,0.6910221576690674
3,1.0196085280184395,0.7555080043377038,0.7771311159487124,0.7362330401385272,0.9543025493621826,0.6898984909057617
4,1.007369734959924,0.7617649901257876,0.7602955382547261,0.744453806936005,0.9229325453440348,0.6961477597554525
5,0.9930534843518347,0.7680986205059304,0.7465013103720582,0.7491470148533951,0.8974900245666504,0.7023202578226725
6,0.9992426030277057,0.7659382745899741,0.7447373660994164,0.7474256444860388,0.8776872952779134,0.7045919895172119
7,0.9910657923693477,0.7688885936920867,0.7375299901138117,0.7521813004105179,0.8913809458414713,0.7058051427205404
8,0.9762481395362306,0.7749189033253799,0.7312500565140335,0.7534793335714458,0.8882808685302734,0.704461415608724
9,0.9715433198491938,0.7766028221136027,0.7265609458640769,0.7554980619454089,0.8581987222035726,0.7104825973510742
10,0.9698264628891772,0.7773809411774926,0.729381372899185,0.7554316108609423,0.8886164029439291,0.6999080181121826
11,0.9657971471923648,0.7790047749490363,0.729569282060788,0.7552243927378713,0.8768027623494467,0.7095179557800293
12,0.9612389204677075,0.7810071262277613,0.7275814480251737,0.7562715977798273,0.8734992345174154,0.7161340713500977
13,0.9608121720661138,0.7809868565835805,0.7270121162320361,0.756341204231168,0.8945117791493734,0.7120037078857422
14,0.9564831552017699,0.7829246888609618,0.7248967959557051,0.7573034969376929,0.860633373260498,0.7131559054056803
15,0.9549572310507783,0.7832823937870645,0.7220026652018229,0.7587773829330633,0.8454740842183431,0.7277520497639974
16,0.9514333896057264,0.7848493096738325,0.7224033496997975,0.7581480049792632,0.8575812180836996,0.7127489248911539
17,0.9494253374895756,0.7861658411612769,0.7240207342453945,0.7566887655375917,0.9255728721618652,0.6866774559020996
18,0.9472754883536416,0.7869889334981931,0.7242408093111015,0.758761653193721,0.8686508337656657,0.7113998730977377
19,0.9447726397447183,0.7880530898176891,0.7210715494038146,0.7598438027464314,0.8308210372924805,0.7160770098368326
20,0.9440143378775945,0.7882678213607301,0.7165712898160205,0.761603225896388,0.8572661081949869,0.715166171391805
21,0.9409833926461731,0.7893759555689399,0.7286758422851562,0.7576594411590953,0.9376609325408936,0.6971062024434408
22,0.9397972565036601,0.7898319320735266,0.7294879960425106,0.7581808773087867,0.910775899887085,0.7008349100748698
23,0.9377988867621849,0.7907266015914566,0.7210635903440876,0.7616008240499614,0.890067974726359,0.698771079381307
24,0.9367978016123054,0.7913401202858599,0.7222020184552228,0.7593245800630546,0.8767027060190836,0.708057721455892
25,0.9341282713757876,0.7923223836232858,0.7301267930019049,0.7583010638201678,0.8793762524922689,0.7060460249582926
26,0.9324419998610082,0.7931383272910489,0.7321563532323013,0.7577718569908614,0.8904893398284912,0.6989816029866537
27,0.9307517468089789,0.7939769838190326,0.7207812085563754,0.7619137234157987,0.869794766108195,0.7047246297200521
28,0.9290143487363325,0.7946997233193569,0.7342944204071422,0.7584213916166329,0.9458651542663574,0.7004044850667318
29,0.927792559737537,0.7951992252652428,0.726546440595462,0.7592293068214699,0.8898312250773112,0.7068494160970052
30,0.9269351718865827,0.7958065001853225,0.7304873525360485,0.7581595903561439,0.9399573802947998,0.6944018205006918
31,0.9250443036508524,0.7962077305527242,0.7290961654097946,0.7598063621991946,0.9323206742604574,0.693203846613566
